Dish ID,Dish Name,Category,Current Image,Current Status,Best Candidate,Score,Confidence,Historical,Conflict
6a845a7a2876405dd5375d76,"Pizza Bizz'art","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060767/bizzart/menu/r07qxo_-_R_Download_9_bp8oao.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",48.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d79,"Pizza Anglaise","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060753/bizzart/menu/r07qxo_-_R_Download_11_ak1ici.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",53.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d7c,"Pizza BURRATA","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060791/bizzart/menu/FB_IMG_1786831389680_coillr.jpg",OK,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",53.5,LOW_CONFIDENCE,NONE,NO
6a845a7a2876405dd5375d7f,"Pizza Fruit de mer","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060807/bizzart/menu/IMG_9699_g5ubkl.jpg",CONFLICT,"C:\Users\boukh\OneDrive\Bureau\restaurant\bizzart-restaurant\frontend\public\images\gallery\pizza-oeuf-merguez.jpg",44.2,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d82,"Pizza Saumon","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060756/bizzart/menu/r07qxo_-_R_Download_13_djmfzt.jpg",CONFLICT,"C:\Users\boukh\OneDrive\Bureau\restaurant\bizzart-restaurant\frontend\public\images\gallery\pizza-thon-grosplan.jpg",41.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d85,"Pizza Végétarienne","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060768/bizzart/menu/r07qxo_-_R_Download_hgh4w0.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",53.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d88,"Pizza Chevrettes","Les Pizzas","https://res.cloudinary.com/gmpztbom/image/upload/v1787060753/bizzart/menu/r07qxo_-_R_Download_11_ak1ici.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141340/bizzart/menu/categories/les-pizzas.png",43.5,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d1f,"Pâtes BIZZ'Art","Pâtes","https://res.cloudinary.com/gmpztbom/image/upload/v1787060753/bizzart/menu/r07qxo_-_R_Download_11_ak1ici.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787060788/bizzart/menu/FB_IMG_1786831381120_cigb5d.jpg",30,CONFIRMED_HISTORICAL,CONFIRMED_HISTORICAL,YES
6a845a7a2876405dd5375d22,"Pâtes Bolognaise","Pâtes","https://res.cloudinary.com/gmpztbom/image/upload/v1787060804/bizzart/menu/IMG_0237_nkagke.jpg",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141356/bizzart/menu/categories/pates.png",56,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d25,"Pâtes l'Arrabiata","Pâtes","https://res.cloudinary.com/gmpztbom/image/upload/v1787060780/bizzart/menu/DDBA871E-ADDC-4602-AA42-E875DD1D7559_ao2cts.png",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141356/bizzart/menu/categories/pates.png",59.2,LOW_CONFIDENCE,NONE,YES
6a845a7a2876405dd5375d28,"Pâtes du Chef","Pâtes","https://res.cloudinary.com/gmpztbom/image/upload/v1787060757/bizzart/menu/r07qxo_-_R_Download_2_evr2vc.jpg",OK,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141356/bizzart/menu/categories/pates.png",59.2,LOW_CONFIDENCE,NONE,NO
6a845a7a2876405dd5375d2b,"Pâtes Maison","Pâtes","https://res.cloudinary.com/gmpztbom/image/upload/v1787060780/bizzart/menu/DDBA871E-ADDC-4602-AA42-E875DD1D7559_ao2cts.png",CONFLICT,"https://res.cloudinary.com/gmpztbom/image/upload/v1787141356/bizzart/menu/categories/pates.png",59.2,LOW_CONFIDENCE,NONE,YES
